Adress_agence,CodePostal_agence,Non_agence,Pays,Price,Tel_agence,Titre_annonce,Ville,m2_total,url
" Rua Dr. Acurcio Gil Castanheira, 6 ",, PORTUGALRUR,Portugal,"€ 1,200,000",351 274 67 27 30,Seaside apartment with terrace,Porto ,330,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-portugal/12374479/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 760,000",351282353019,Villa,Loulé ,305,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/12169932/
" 234, avenue Mohammed VMARRAKECH ",, BARNES Maroc,Morocco,"€ 1,900,000",+212 (0)5 24 43 32 00,House,Marrakesh ,450,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-morocco/12211753/
" 234, avenue Mohammed VMARRAKECH ",, BARNES Maroc,Morocco,"€ 1,100,000",+212 (0)5 24 43 32 00,House,Marrakesh ,420,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-morocco/12329216/
" Rua Dr. Acurcio Gil Castanheira, 6 ",, PORTUGALRUR,Portugal,"€ 2,500,000",351 274 67 27 30,Farm house,Porto ,43000,https://properties.lefigaro.com/announces/farm-real+estate-properties+for+sale-portugal/11790528/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 2,000,000",351282353019,Villa,Lagos ,785,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/12264396/
" 234, avenue Mohammed VMARRAKECH ",, BARNES Maroc,Morocco,"€ 462,000",+212 (0)5 24 43 32 00,Villa,Marrakesh ,800,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-morocco/12270167/
" Rua Dr. Acurcio Gil Castanheira, 6 ",, PORTUGALRUR,Portugal,"€ 860,000",351 274 67 27 30,Manoir,Viseu ,4810,https://properties.lefigaro.com/announces/manoir-real+estate-properties+for+sale-portugal/10056266/
 Avenida Atlântica 4240Loja GCopacabanaRio de Janeiro ,4240, RIO EXCLUSIVE,Brazil,"€ 12,130,000",+55 21 2137 9786,Villa with pool and garden,Rio de Janeiro ,872,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-brazil/13660945/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 1,550,000",351282353019,Villa,Lagos ,300,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/14222115/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 660,000",351282353019,Villa,Lagoa ,274,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/12284243/
" 234, avenue Mohammed VMARRAKECH ",, BARNES Maroc,Morocco,"€ 1,200,000",+212 (0)5 24 43 32 00,Riad,Marrakesh ,850,https://properties.lefigaro.com/announces/riad-real+estate-properties+for+sale-morocco/12408021/
" 234, avenue Mohammed VMARRAKECH ",, BARNES Maroc,Morocco,,+212 (0)5 24 43 32 00,Riad,Marrakesh ,260,https://properties.lefigaro.com/announces/riad-real+estate-properties+for+sale-morocco/12390723/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 2,000,000",351282353019,Villa,Loulé ,299,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/13739021/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 349,500",351282353019,Apartment,Lagos ,120,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-portugal/13757305/
" Rua Dr. Acurcio Gil Castanheira, 6 ",, PORTUGALRUR,Portugal,"€ 2,100,000",351 274 67 27 30,Farm house,Viana do Castelo District ,13,https://properties.lefigaro.com/announces/farm-real+estate-properties+for+sale-portugal/13853515/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 640,000",351282353019,Villa,Loulé ,218,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/13632323/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 595,000",351282353019,Villa,Lagos ,220,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/12170046/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 400,000",351282353019,Apartment,Loulé ,126,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-portugal/12170300/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 1,280,000",351282353019,Villa,Albufeira ,273,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/16352249/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 290,000",351282353019,Ground ,Lagos ,700,https://properties.lefigaro.com/announces/terrain-real+estate-properties+for+sale-portugal/15197465/
" 212, Grand Baie Business ParkGrand Baie ",, EVACO GROUP,Mauritiu,,+230 269 1800,Contemporary apartment with terrace and pool,Mauritius,128,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-mauritius/11245612/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 1,449,000",351282353019,Villa,Lagos ,400,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/12169862/
" Rua Dr. Acurcio Gil Castanheira, 6 ",, PORTUGALRUR,Portugal,"€ 780,000",351 274 67 27 30,Farm house,Santarém ,50000,https://properties.lefigaro.com/announces/farm-real+estate-properties+for+sale-portugal/14930103/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 400,000",351282353019,Apartment,Loulé ,151,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-portugal/13938463/
" Rua Dr. Acurcio Gil Castanheira, 6 ",, PORTUGALRUR,Portugal,"€ 990,000",351 274 67 27 30,Hotel and garden,Portalegre ,1400,https://properties.lefigaro.com/announces/hotel-real+estate-properties+for+sale-portugal/14216665/
" 234, avenue Mohammed VMARRAKECH ",, BARNES Maroc,Morocco,"€ 750,000",+212 (0)5 24 43 32 00,Apartment with terrace,Marrakesh ,300,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-morocco/11436114/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 465,000",351282353019,Villa,Loulé ,140,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/12169879/
" 234, avenue Mohammed VMARRAKECH ",, BARNES Maroc,Morocco,"€ 3,200,000",+212 (0)5 24 43 32 00,Villa,Marrakesh ,1500,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-morocco/8440860/
 Marbella ,, ANDALUCIA.FR,Spain,"€ 650,000",34684458333,Apartment with terrace and pool,Marbella ,105,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-spain/14927597/
 161 rue Ampère 56600 Lanester ,56600, JINVESTY,Mauritius,"€ 525,640",33662824171,Villa with pool and garden,Grand Baie ,291,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-mauritius/14416599/
" Es Cós de Gràcia, 19 ",, SES MORERES,Spain,"€ 1,950,000",+34 971 35 15 30,House with pool and garden,Minorca ,755,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-spain/15758025/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 3,300,000",351282353019,Villa,Loulé ,481,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/12170224/
 Marbella ,, ANDALUCIA.FR,Spain,"€ 17,000,000",34684458333,Villa,Marbella ,1130,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-spain/14942479/
 Marbella ,, ANDALUCIA.FR,Spain,"€ 3,975,000",34684458333,Seaside villa with pool,Marbella ,700,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-spain/15799245/
 GRAND BAIE - MAURICE ,, MY IMMO,Mauritiu,"€ 940,000",23052551044,Villa with pool and garden,Mauritius,250,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-mauritius/15827319/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 447,100",351282353019,House,Loulé ,128,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-portugal/18765951/
 Marbella ,, ANDALUCIA.FR,Spain,"€ 5,900,000",34684458333,Property with pool,Marbella ,1370,https://properties.lefigaro.com/announces/property-real+estate-properties+for+sale-spain/15879325/
" 234, avenue Mohammed VMARRAKECH ",, BARNES Maroc,Morocco,"€ 360,000",+212 (0)5 24 43 32 00,Apartment with terrace,Marrakesh ,190,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-morocco/8538590/
 Marbella ,, ANDALUCIA.FR,Spain,"€ 2,950,000",34684458333,Villa with pool and garden,Marbella ,627,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-spain/15819157/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 980,000",351282353019,Villa,Lagoa ,244,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/12169990/
 Marbella ,, ANDALUCIA.FR,Spain,"€ 840,000",34684458333,Property,Málaga ,264,https://properties.lefigaro.com/announces/property-real+estate-properties+for+sale-spain/11556471/
 Marbella ,, ANDALUCIA.FR,Spain,"€ 2,990,000",34684458333,Villa with pool and garden,Marbella ,918,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-spain/15031037/
 Marbella ,, ANDALUCIA.FR,Spain,"€ 3,995,000",34684458333,Villa,Marbella ,1303,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-spain/15885583/
" 234, avenue Mohammed VMARRAKECH ",, BARNES Maroc,Morocco,"€ 1,800,000",+212 (0)5 24 43 32 00,House,Marrakesh ,900,https://properties.lefigaro.com/announces/house-real+estate-properties+for+sale-morocco/12211751/
" 234, avenue Mohammed VMARRAKECH ",, BARNES Maroc,Morocco,"€ 1,100,000",+212 (0)5 24 43 32 00,Villa,Marrakesh ,900,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-morocco/8440880/
 Rue Hector Denis 47B ,, ADDRESS REAL ESTATE,Switzerland,"€ 550,000",+32 02 64 62 561,Chalet with terrace,Vollèges ,109,https://properties.lefigaro.com/announces/chalet-real+estate-properties+for+sale-switzerland/16158435/
 Avenida Atlântica 4240Loja GCopacabanaRio de Janeiro ,4240, RIO EXCLUSIVE,Brazil,"€ 4,000,000",5521980940208,Apartment with terrace and pool,Rio de Janeiro ,240,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-brazil/16192971/
 Avenida Atlântica 4240Loja GCopacabanaRio de Janeiro ,4240, RIO EXCLUSIVE,Brazil,"€ 4,770,000",5521980940208,Villa with pool and terrace,Rio de Janeiro ,990,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-brazil/16192965/
" 234, avenue Mohammed VMARRAKECH ",, BARNES Maroc,Morocco,"€ 650,000",+212 (0)5 24 43 32 00,Villa,Marrakesh ,280,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-morocco/11383225/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 390,000",351282353019,Ground ,Lagos ,175,https://properties.lefigaro.com/announces/terrain-real+estate-properties+for+sale-portugal/12170053/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 900,000",351282353019,Villa,Loulé ,351,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/12170141/
" Rua Dr. Acurcio Gil Castanheira, 6 ",, PORTUGALRUR,Portugal,"€ 749,500",351 274 67 27 30,Farm house,Tondela ,367,https://properties.lefigaro.com/announces/farm-real+estate-properties+for+sale-portugal/14995027/
 Avenida Atlântica 4240Loja GCopacabanaRio de Janeiro ,4240, RIO EXCLUSIVE,Brazil,"€ 1,181,000",5521980940208,Apartment,Rio de Janeiro ,225,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-brazil/16193003/
 Marbella ,, ANDALUCIA.FR,Spain,"€ 2,350,000",34684458333,Villa with pool and garden,Marbella ,532,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-spain/16293985/
 GRAND BAIE - MAURICE ,, MY IMMO,Mauritius,"€ 259,000",23052551044,Contemporary apartment with terrace and pool,Grand Baie ,93,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-mauritius/16265037/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 1,250,000",351282353019,Villa,Lagos ,150,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/12169836/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 2,750,000",351282353019,Villa,Portimão ,906,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/17087757/
 Avenida Atlântica 4240Loja GCopacabanaRio de Janeiro ,4240, RIO EXCLUSIVE,Brazil,"€ 2,745,000",5521980940208,Apartment with terrace and pool,Rio de Janeiro ,500,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-brazil/16193011/
 605 Lincoln Road - 7th floorMIAMI ,, Mathieu Rochette de COMPASS,United-States,"€ 1,050,000",305.343.1438,Apartment with pool,Miami Beach ,134,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-united+states/16237893/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 1,300,000",351282353019,Villa,Lagoa ,310,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/12170309/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 1,150,000",351282353019,Villa,Lagoa ,320,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/16352255/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 895,000",351282353019,Villa,Loulé ,254,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/15125715/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 850,000",351282353019,Apartment,Loulé ,155,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-portugal/16617459/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 2,450,000",351282353019,Villa,Loulé ,458,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/12170140/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 1,480,000",351282353019,Ground ,Lagoa ,375,https://properties.lefigaro.com/announces/terrain-real+estate-properties+for+sale-portugal/16639601/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 470,000",+39 02 8707 8300,Villa,Clavesana ,1130,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17140931/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 625,000",351282353019,Villa,Lagos ,244,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/16674273/
" Rua Dr. Acurcio Gil Castanheira, 6 ",, PORTUGALRUR,Portugal,"€ 1,990,000",351 274 67 27 30,Farm house,Evora ,2000000,https://properties.lefigaro.com/announces/farm-real+estate-properties+for+sale-portugal/9993580/
 Poljana Zvonimira Drazica 2Zagreb ,, MI -DOMA,Croatia,"€ 1,000,000",649128876,Seaside villa with pool,Primošten ,220,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-croatia/16651715/
" Rua Ernesto Cabrita - Edificio Vales, Loja - A ",, EXCLUSIVE ALGARVE VILLAS,Portugal,"€ 430,000",351282353019,Villa,Loulé ,398,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-portugal/16617467/
 Marbella ,, ANDALUCIA.FR,Spain,"€ 820,000",34684458333,Apartment with terrace,Marbella ,251,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-spain/16605055/
 161 rue Ampère 56600 Lanester ,56600, JINVESTY,Mauritius,"€ 550,000",33662824171,Villa with pool and garden,Grand Baie ,281,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-mauritius/16611391/
" Av. Aida, 353 A, 2765-187 EstorilLISBONNE ",2765, INS Portugal - Your Property Advisor,Portugal,"€ 750,000",351214659600,Apartment,Cascais e Estoril ,,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-portugal/12002991/
 161 rue Ampère 56600 Lanester ,56600, JINVESTY,Mauritius,"€ 1,600,000",33662824171,Seaside property with pool,Rivière Noire District ,426,https://properties.lefigaro.com/announces/property-real+estate-properties+for+sale-mauritius/16772015/
 Sevilla ,, ITALIQUE PROPIEDADES,Spain,"€ 305,000",00 34 722 14 70 65,Villa with pool and garden,San Juan de los Terreros ,120,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-spain/16659813/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 5,600,000",+39 02 8707 8300,Villa,Carate Urio ,270,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141585/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,500,000",+39 02 8707 8300,Apartment,Olbia ,190,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141209/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 591,000",+39 02 8707 8300,Apartment,Pian Rosso-costa ,134,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141587/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 18,000,000",+39 02 8707 8300,Villa,Montepulciano ,2830,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141485/
 Marbella ,, ANDALUCIA.FR,Spain,"€ 1,300,000",34684458333,Villa,Benalmádena ,178,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-spain/16723533/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 5,500,000",+39 02 8707 8300,Apartment,Rome ,551,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17140907/
" Av. Aida, 353 A, 2765-187 EstorilLISBONNE ",2765, INS Portugal - Your Property Advisor,Portugal,"€ 600,000",351214659600,Apartment,Cascais e Estoril ,130,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-portugal/16719785/
